Facility Name:,County,Adult Dogs: In Shelter Count as of  1/1/2018,Adult Dogs: In Foster Care Count 1/1/2018,Adult Dogs: Stray,Adult Dogs: Owner Relinquished,Adult Dogs: Owner Requested Euthanasia upon intake,Adult Dogs: Transfer in from another Colorado organization  ,Adult Dogs: Transfer in from Out of State organization,Adult Dogs: Other: TNR/Protective Custody/Returns/Disaster Relief,Adult Dogs: Adoption,Adult Dogs: Returned To Owner (RTO),Adult Dogs: Transferred out to another Colorado organization,Adult Dogs: Transferred to an Out of State organization,Adult Dogs: Other live outcomes (ie: TNR/SNR),Adult Dogs: Died,Adult Dogs: Missing/Stolen,Adult Dogs: Shelter Euthanasia ,Adult Dogs: Owner Requested Euthanasia,Adult Dogs: In Shelter Count as of 12/31/2018,Adult Dogs: In Foster Care Count 12/31/2018,Juvenile Dogs: In Shelter Count as of 1/1/2018,Juvenile Dogs: In Foster Care Count 1/1/2018,Juvenile Dogs: Stray,Juvenile Dogs: Owner Relinquished ,Juvenile Dogs: Owner Requested Euthanasia upon intake,Juvenile Dogs: Transfer in from another Colorado organization,Juvenile Dogs: Transfer in from Out of State organization,Juvenile Dogs: Other: TNR/Protective Custody/Returns/Disaster relief,Juvenile Dogs: Adoption ,Juvenile Dogs: Returned To Owner (RTO),Juvenile Dogs: Transferred out to another Colorado organization,Juvenile Dogs: Transferred to an Out of State organization,Juvenile Dogs: Other live outcomes (ie TNR/SNR),Juvenile Dogs: Died,Juvenile Dogs: Missing/Stolen,Juvenile Dogs: Shelter Euthanasia,Juvenile Dogs: Owner Requested Euthanasia,Juvenile Dogs: In Shelter Count as of 12/31/2018,Juvenile Dogs: In Foster Care Count 12/31/2018,Adult Cats: In Shelter Count as of 1/1/2018,Adult Cats: In Foster Care Count 1/1/2018,Adult Cats: Stray,Adult Cats: Owner Relinquished,Adult Cats: Owner Requested Euthanasia upon intake,Adult Cats: Transfer in from another Colorado organization,Adult Cats: Transfer in from Out of State organization,Adult Cats: Other: TNR/Protective Custody/Returns/Disaster Relief,Adult Cats: Adoption,Adult Cats: Returned To Owner (RTO),Adult Cats: Transferred out to another Colorado organization,Adult Cats: Transferred to an Out of State organization,Adult Cats: Other live outcomes (ie: TNR/SNR),Adult Cats: Died,Adult Cats: Missing / Stolen,Adult Cats: Shelter Euthanasia,Adult Cats: Owner Requested Euthanasia ,Adult Cats: In Shelter Count as of 12/31/2018,Adult Cats: In Foster Care Count 12/31/2018,Juvenile Cats: In Shelter Count as of 1/1/2018,Juvenile Cats: In Foster Care Count 1/1/2018,Juvenile Cats: Stray ,Juvenile Cats: Owner Relinquished,Juvenile Cats: Owner Requested Euthanasia upon intake,Juvenile Cats: Transfer in from another Colorado organization,Juvenile Cats: Transfer in from Out of State organization,Juvenile Cats: Other: TNR/Protective Custody/Returns/Disaster Relief,Juvenile Cats: Adoption ,Juvenile Cats: Returned To Owner (RTO),Juvenile Cats: Transferred out to another Colorado organization,Juvenile Cats: Transferred to an Out of State organization,Juvenile Cats: Other Live Outcomes (ie: TNR/SNR),Juvenile Cats: Died ,Juvenile Cats: Missing/Stolen,Juvenile Cats: Shelter Euthanasia,Juvenile Cats: Owner Requested Euthanasia ,Juvenile Cats: In Shelter Count as of 12/31/2018,Juvenile Cats: In Foster Care Count 12/31/2018,Birds: In Shelter Count as of 1/1/2018,Birds: In Foster Care Count 1/1/2018,Birds: Stray,Birds: Owner Relinquished,Birds: Owner Requested Euthanasia upon intake,Birds: Transfer in from another Colorado organization,Birds: Transfer in from Out of State organization,Birds: Other: TNR/Protective Custody/Returns/Disaster Relief,Birds: Adoption,Birds: Returned To Owner (RTO),Birds: Transferred out to another Colorado organization,Birds: Transferred to an Out of State organization,Birds: Other Live Outcomes (ie: TNR/SNR),Birds: Died,Birds: Missing/Stolen ,Birds: Shelter Euthanasia,Birds: Owner Requested Euthanasia,Birds: In Shelter Count as of 12/31/2018,Birds: In Foster Care Count 12/31/2018,Small Mammal: In Shelter Count as of 1/1/2018,Small Mammal: In Foster Care Count 1/1/2018,Sm Mammal: Stray,Sm Mammal: Owner Relinquished,Sm Mammal: Owner Requested Euthanasia upon intake,Sm Mammal: Transfer in from another Colorado organization,Sm Mammal: Transfer in from Out of State organization,Sm Mammal: Other: TNR/Protective Custody/Returns/Disaster Relief,Sm Mammal: Adoption,Sm Mammal: Returned To Owner (RTO),Sm Mammal: Transferred out to another Colorado organization,Sm Mammal: Transferred to an Out of State organization,Sm Mammal: Other Live Outcomes (ie: TNR/SNR),Sm Mammal: Died,Sm Mammal: Missing/Stolen ,Sm Mammal: Shelter Euthanasia,Sm Mammal: Owner Requested Euthanasia,Sm Mammal: In Shelter Count as of 12/31/2018,Sm Mammal: In Foster Care Count as of 12/31/2018,Reptiles & Amphibians: In Shelter Count as of 1/1/2018,Reptiles & Amphibians: In Foster Care Count 1/1/2018,Reptiles & Amphibians: Stray,Reptiles & Amphibians: Owner Relinquished,Reptiles & Amphibians: Owner Requested Euthanasia upon intake,Reptiles & Amphibians: Transfer in from another Colorado organization,Reptiles & Amphibians: Transfer in from Out of State organization,Reptiles & Amphibians: Other: TNR/Protective Custody/Returns/Disaster Relief,Reptiles & Amphibians: Adoption,Reptiles & Amphibians: Returned To Owner (RTO),Reptiles & Amphibians: Transferred out to another Colorado organization,Reptiles & Amphibians: Transferred to an Out of State organization,Reptiles & Amphibians: Other Live Outcomes (ie: TNR/SNR),Reptiles & Amphibians: Died,Reptiles & Amphibians: Missing/Stolen ,Reptiles & Amphibians: Shelter Euthanasia,Reptiles & Amphibians: Owner Requested Euthanasia,Reptiles & Amphibians: In Shelter Count as of 12/31/2018,Reptiles & Amphibians: In Foster Care Count as of 12/31/2018,Rabbits: In Shelter Count as of 1/1/2018,Rabbits: In Foster Care Count 1/1/2018,Rabbits: Stray,Rabbits: Owner Relinquished,Rabbits: Owner Requested Euthanasia upon intake,Rabbits: Transfer in from another Colorado organization,Rabbits: Transfer in from Out of State organization,Rabbits: Other: TNR/Protective Custody/Returns/Disaster Relief,Rabbits: Adoption,Rabbits: Returned To Owner (RTO),Rabbits: Transferred out to another Colorado organization,Rabbits: Transferred to an Out of State organization,Rabbits: Other Live Outcomes (ie: TNR/SNR),Rabbits: Died,Rabbits: Missing / Stolen ,Rabbits: Shelter Euthanasia,Rabbits: Owner Requested Euthanasia,Rabbits: In Shelter Count as of 12/31/2018,Rabbits: In Foster Care Count as of 12/31/2018,Other: In Shelter Count as of 1/1/2018,Other: In Foster Care Count 1/1/2018,Other: Stray,Other: Owner Relinquished,Other: Owner Requested Euthanasia upon intake,Other: Transfer in from another Colorado organization,Other: Transfer in from Out of State organization,Other: TNR/Protective Custody/Returns/Disaster Relief,Other: Adoption,Other: Returned To Owner (RTO),Other: Transferred out to another Colorado organization,Other: Transferred to an Out of State organization,Other: Other Live Outcomes (ie: TNR/SNR),Other: Died,Other: Missing / Stolen ,Other: Shelter Euthanasia,Other: Owner Requested Euthanasia,Other: In Shelter Count as of 12/31/2018,Other: In Foster Care Count as of 12/31/2018
City of Cripple Creek Animal Shelter,Teller County,0,0,21,0,0,0,0,1,2,17,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITY OF LA JUNTA ANIMAL SHELTER,Otero County,0,0,257,0,0,0,0,0,106,147,0,0,0,1,1,1,0,1,0,0,0,30,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITY OF LAS ANIMAS/COUNTY OF BENT SHELTER,Bent County,0,0,72,8,0,0,0,0,0,22,49,0,0,0,2,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Leadville/lake County ,Lake County,2,1,66,12,0,0,0,104,51,127,1,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,3,0,32,7,0,7,0,19,37,3,0,0,11,0,2,7,0,8,0,0,0,11,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
City of Montrose Animal Shelter,Montrose County,12,0,540,75,0,17,0,9,196,405,22,0,0,1,0,22,0,7,0,1,0,26,23,0,5,0,11,53,10,0,0,0,0,0,1,0,2,0,9,0,162,29,0,0,0,0,99,26,11,0,20,0,2,37,0,5,0,5,0,155,5,0,0,0,0,104,2,12,0,0,5,0,31,0,11,0,0,0,3,0,0,0,0,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City of Rocky Ford Animal Shelter,Otero County,0,0,75,9,0,0,0,0,1,52,22,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Walsenburg,Huerfano County,80,0,80,0,0,0,0,0,4,32,24,0,7,1,2,10,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Wray Animal Shelter,Yuma County,0,0,37,0,0,0,0,0,0,29,8,0,0,0,0,,,0,0,0,0,15,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Yuma,Yuma County,,5,64,0,0,0,0,0,17,47,4,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,11,10,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater Dog Training LLC,Denver County,,7,,13,,5,8,,28,,,,,1,,,,,4,0,0,,,,1,4,,5,,,,,,,,,0,0,,3,,,,,,,3,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Animal Rescue ,Garfield County,18,0,166,89,0,70,3,38,203,131,26,0,1,1,0,11,0,11,0,8,0,23,40,0,11,7,0,80,3,0,0,0,6,0,0,0,0,0,25,0,85,59,0,37,0,20,134,39,23,0,6,1,0,7,0,16,0,0,0,63,17,0,75,0,3,136,3,16,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,1,6,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,5,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Colorado Animal Welfare League,Elbert County,0,0,0,5,0,0,3,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,7,0,37,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Basenji Rescue,Denver County,,7,0,7,0,1,0,0,12,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorado Beagle Rescue, Inc.",Adams County,0,4,0,4,0,3,83,3,95,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Bullies & More,Pueblo County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Canine Rescue,Arapahoe County,0,18,0,2,0,10,37,6,52,0,0,0,0,1,0,2,0,0,18,0,2,0,0,0,1,45,9,43,0,0,0,0,4,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Greyhound Adoption,Arapahoe County,,17,,130,,5,1,,126,,,,,1,,2,,24,,,2,,2,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado House Rabbit Society,Broomfield County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,0,42,86,0,33,8,19,141,0,0,0,0,17,0,0,0,164,0,,,,,,,,,,,,,,,,,,,
Colorado Japanese Chin Rescue,Arapahoe County,0,5,0,8,0,4,1,0,9,0,0,0,0,1,0,1,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Kitty Coalition,Larimer County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,0,1,5,0,6,0,2,0,0,0,0,1,0,0,1,0,5,3,7,0,4,81,0,76,0,2,2,0,6,0,2,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Pug Rescue,Gunnison County,0,27,0,48,0,8,15,3,62,0,0,0,0,0,0,11,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Puppy Rescue,Arapahoe County,0,3,0,0,0,0,84,0,87,0,0,0,0,0,0,0,0,0,0,,11,0,0,0,6,893,0,899,0,0,0,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Reptile Humane Society,Weld County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,5,25,79,0,16,0,0,34,2,0,0,5,21,0,6,0,180,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Rhodesian Ridgeback Rescue,Arapahoe County,3,0,0,8,0,2,6,0,13,0,0,0,0,0,0,1,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Sheltie Rescue,Jefferson County,0,0,0,7,0,1,2,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado St. Bernard Rescue,Arapahoe County,0,22,0,17,0,4,48,4,65,0,0,0,0,13,0,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLORADO WYOMING VIZSLA RESCUE GROUP INC,El Paso County,,13,,21,,1,,,16,,3,,,,,5,,,12,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper's Companions Rescue,Pueblo County,0,0,0,49,0,2,38,0,60,2,15,6,0,0,0,1,0,0,5,0,0,0,18,0,2,5,,20,0,0,0,0,0,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
County of Clear Creek Animal Shelter,Clear Creek County,24,18,112,30,0,2,198,46,207,102,26,0,67,4,0,0,0,17,7,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,23,3,25,29,0,0,0,9,37,8,2,0,3,3,0,0,0,32,4,0,0,8,9,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COUNTY OF PARK ANIMAL SHELTER,Park County,,,95,42,2,,,,5,89,45,,,,,,,,,,,2,3,,,,,,,5,,,,,,,,,,,15,1,,,,,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CSZDVM, LLC",Garfield County,0,0,48,0,0,0,0,2,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakota Ranch Dog Rescue,Elbert County,38,0,2,2,0,0,0,0,1,0,0,,0,2,0,0,0,39,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalmatian Rescue of Colorado,Larimer County,0,9,0,6,0,2,11,0,18,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dancing Dog Rescue and Recovery Ranch, Inc.",Weld County,36,7,0,2,0,2,137,2,123,1,4,0,0,6,0,5,0,29,21,5,0,0,3,0,0,62,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David and Mary Jackson,Montezuma County,46,0,0,2,0,0,0,3,0,0,0,0,0,14,0,0,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debi Stevens,Fremont County,74,0,0,40,0,49,55,17,216,0,1,0,0,0,0,1,0,17,0,1,0,0,20,0,0,3,0,21,0,0,0,0,0,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELTA COUNTY HUMANE SOCIETY,Delta County,0,3,20,9,0,11,0,0,25,12,4,0,0,0,0,0,0,0,2,0,2,22,0,0,5,0,0,27,0,0,0,0,0,0,0,0,0,2,0,3,19,2,0,0,0,0,10,2,0,0,0,0,0,0,0,0,12,0,4,42,0,0,4,0,0,38,0,0,0,0,5,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demi's Animal Rescue Inc,Douglas County,0,0,1,4,0,0,16,0,15,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,2,0,5,8,4,0,6,24,2,40,0,0,0,0,1,0,2,0,0,6,0,3,33,1,0,3,32,24,88,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denkai Animal Sanctuary,Montezuma County,0,0,7,29,0,16,16,0,38,0,22,0,0,0,0,2,0,0,6,0,0,8,31,0,22,31,0,62,0,12,0,0,1,0,0,0,0,17,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,9,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Animal Shelter,Denver County,89,0,2493,335,107,36,0,1247,1286,2087,250,0,0,8,1,493,109,85,0,3,0,157,30,0,6,0,39,118,56,30,0,0,0,0,16,1,2,0,38,0,497,135,26,33,0,176,525,118,32,0,44,9,1,135,26,21,0,2,0,387,19,0,54,0,32,394,9,41,0,8,7,0,24,1,4,0,0,0,12,2,0,0,0,15,8,0,18,0,0,1,0,0,2,0,0,2,0,64,52,0,0,0,5,29,4,81,0,0,2,1,3,0,3,0,4,0,19,8,0,0,0,15,9,11,13,0,5,1,0,1,0,6,0,2,0,42,14,0,0,0,16,10,2,30,0,6,3,0,21,0,2,0,7,0,156,41,0,0,0,72,37,16,74,0,15,2,1,110,1,20,0
Denver Dachshunds Rescue and Transport,Denver County,0,27,0,36,0,8,188,0,190,2,2,1,0,9,0,0,0,0,55,0,0,0,1,0,27,27,0,55,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
